City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,Pangnirtung,66.1451,-65.7125,29.79,94,31,2.04,CA,2021-06-06 23:36:27
272,Cherskiy,68.75,161.3,69.48,34,89,19.53,RU,2021-06-06 23:34:58
273,Sinnamary,5.3833,-52.95,75.96,89,100,2.24,GF,2021-06-06 23:39:21
274,Vieques,18.425,-65.8329,80.64,78,40,13.44,PR,2021-06-06 23:39:21
275,Longyearbyen,78.2186,15.6401,35.44,75,0,8.05,SJ,2021-06-06 23:35:58
276,Arraial Do Cabo,-22.9661,-42.0278,73.58,87,100,18.45,BR,2021-06-06 23:35:27
277,Bambanglipuro,-7.95,110.2833,77.47,88,23,2.73,ID,2021-06-06 23:39:22
278,Yichang,30.7144,111.2847,81.77,74,90,0.69,CN,2021-06-06 23:39:22
279,Terney,45.0503,136.6092,64.72,60,0,3.65,RU,2021-06-06 23:36:34
280,Meadow Lake,34.8014,-106.5436,94.48,13,30,17.05,US,2021-06-06 23:39:23
281,Saryg-Sep,51.5,95.6,44.4,78,97,2.01,RU,2021-06-06 23:39:23
282,Itarantim,-15.6597,-40.0656,66.36,95,45,2.06,BR,2021-06-06 23:39:23
283,Scottsbluff,41.8666,-103.6672,84.43,38,1,11.01,US,2021-06-06 23:36:06
284,Samarai,-10.6167,150.6667,78.31,88,99,15.23,PG,2021-06-06 23:34:59
285,Andenes,69.3143,16.1194,58.46,76,75,8.05,NO,2021-06-06 23:36:14
286,Lubbock,33.6001,-101.8338,94.37,34,40,16.11,US,2021-06-06 23:39:24
287,Lubao,14.9167,120.55,86.14,73,99,2.04,PH,2021-06-06 23:39:24
288,Ajdabiya,30.7554,20.2263,73.51,38,0,8.79,LY,2021-06-06 23:39:24
289,General Higinio Morinigo,-25.95,-55.9167,61.79,98,100,1.9,PY,2021-06-06 23:39:25
290,Lavrentiya,65.5833,-171.0,34.97,94,100,2.73,RU,2021-06-06 23:36:06
291,Sambava,-14.2667,50.1667,71.11,88,28,10.54,MG,2021-06-06 23:37:39
292,Port Shepstone,-30.7414,30.455,59.16,82,0,12.15,ZA,2021-06-06 23:39:25
293,Pochutla,15.7432,-96.4661,86.85,82,95,5.95,MX,2021-06-06 23:39:25
294,Homnabad,17.7667,77.1333,77.47,74,62,7.72,IN,2021-06-06 23:39:26
295,Acapulco,16.8634,-99.8901,89.42,70,75,9.93,MX,2021-06-06 23:36:51
296,Saint-Pierre,-21.3393,55.4781,73.08,81,90,23.02,RE,2021-06-06 23:36:56
297,Mecca,21.4267,39.8261,85.3,55,20,3.18,SA,2021-06-06 23:32:11
298,Half Moon Bay,37.4636,-122.4286,81.23,59,1,1.99,US,2021-06-06 23:35:22
299,Seddon,-37.8068,144.8916,58.21,77,100,11.01,AU,2021-06-06 23:39:26
300,Puerto Madryn,-42.7692,-65.0385,49.71,53,35,22.24,AR,2021-06-06 23:39:27
301,Upata,8.0086,-62.3989,71.64,96,50,5.41,VE,2021-06-06 23:32:57
302,Ambilobe,-13.2,49.05,69.42,92,74,3.62,MG,2021-06-06 23:39:27
303,Santa Isabel Do Rio Negro,-0.4139,-65.0192,77.95,82,55,2.84,BR,2021-06-06 23:34:55
304,Frontera,26.9333,-101.45,106.32,10,40,0.0,MX,2021-06-06 23:39:27
305,Ilo,-17.6394,-71.3375,62.19,84,21,2.3,PE,2021-06-06 23:39:28
306,Ajaccio,42.0,8.9167,60.78,82,75,2.21,FR,2021-06-06 23:39:28
307,Rodeo,38.033,-122.2669,92.89,46,1,8.01,US,2021-06-06 23:39:28
308,Okhotsk,59.3833,143.3,45.55,81,100,3.91,RU,2021-06-06 23:39:29
309,Gamba,-2.65,10.0,74.95,96,96,4.9,GA,2021-06-06 23:39:29
310,Te Anau,-45.4167,167.7167,44.85,80,10,1.12,NZ,2021-06-06 23:35:52
311,Muscat,23.6139,58.5922,86.02,81,5,8.93,OM,2021-06-06 23:35:43
312,Fort Nelson,58.8053,-122.7002,63.99,34,75,6.91,CA,2021-06-06 23:35:27
313,Ambon,-3.6954,128.1814,78.94,89,40,10.49,ID,2021-06-06 23:35:32
314,Cap Malheureux,-19.9842,57.6142,75.69,85,13,3.0,MU,2021-06-06 23:39:30
315,Staryy Krym,45.0333,35.1,53.33,81,52,5.64,UA,2021-06-06 23:39:30
316,Faanui,-16.4833,-151.75,81.14,77,85,11.83,PF,2021-06-06 23:34:11
317,At-Bashi,41.1702,75.8106,52.57,82,93,3.22,KG,2021-06-06 23:35:15
318,Alice Springs,-23.7,133.8833,49.55,57,0,4.0,AU,2021-06-06 23:36:25
319,Vanimo,-2.6741,141.3028,78.94,90,99,8.75,PG,2021-06-06 23:33:42
320,Hukuntsi,-24.0,21.75,46.45,60,0,10.98,BW,2021-06-06 23:39:30
321,Baffa,34.4378,73.2194,73.53,58,0,5.17,PK,2021-06-06 23:39:31
322,San Isidro,-12.1167,-77.05,66.02,86,90,7.56,PE,2021-06-06 23:39:31
323,Srednekolymsk,67.45,153.6833,45.03,70,99,15.93,RU,2021-06-06 23:39:31
324,Gat,31.61,34.7642,68.68,76,0,1.34,IL,2021-06-06 23:36:57
325,Chernyshevskiy,63.0128,112.4714,43.45,49,9,17.74,RU,2021-06-06 23:35:14
326,Canillo,42.5833,1.6667,45.48,88,33,3.22,AD,2021-06-06 23:39:32
327,Jalu,29.0331,21.5482,74.16,34,0,8.43,LY,2021-06-06 23:36:43
328,Kushima,31.4583,131.2333,71.64,74,100,3.11,JP,2021-06-06 23:39:32
329,Morshansk,53.4435,41.8107,53.08,95,9,4.45,RU,2021-06-06 23:39:32
330,Lannion,48.75,-3.4167,57.67,100,90,4.61,FR,2021-06-06 23:36:01
331,Kez,57.8979,53.7152,54.75,76,34,3.91,RU,2021-06-06 23:39:33
332,Rio Cauto,20.5603,-76.9161,85.26,85,52,9.86,CU,2021-06-06 23:39:33
333,Valparaiso,-33.0393,-71.6273,55.47,70,75,9.53,CL,2021-06-06 23:39:34
334,Tuatapere,-46.1333,167.6833,49.82,73,16,4.41,NZ,2021-06-06 23:32:39
335,Muisne,0.6,-80.0333,76.37,86,100,12.12,EC,2021-06-06 23:39:34
336,Komsomolskiy,40.4272,71.7189,79.52,31,80,6.91,UZ,2021-06-06 23:39:34
337,Eidsvag,62.7767,8.0668,51.85,97,68,1.59,NO,2021-06-06 23:39:35
338,Bathsheba,13.2167,-59.5167,81.21,65,20,21.18,BB,2021-06-06 23:39:35
339,Merauke,-8.4667,140.3333,77.65,87,99,14.2,ID,2021-06-06 23:34:36
340,Sangar,63.9242,127.4739,44.67,94,100,5.1,RU,2021-06-06 23:39:35
341,Torbay,47.6666,-52.7314,42.28,91,75,14.97,CA,2021-06-06 23:35:29
342,Vila Velha,-20.3297,-40.2925,73.35,90,0,1.01,BR,2021-06-06 23:35:15
343,Clermont,49.5,2.4167,60.15,88,99,7.38,FR,2021-06-06 23:39:36
344,Alamos,27.0167,-108.9333,98.71,14,30,13.82,MX,2021-06-06 23:39:36
345,Kalmunai,7.4167,81.8167,79.95,79,95,1.77,LK,2021-06-06 23:39:36
346,Sola,-13.8833,167.55,79.47,78,90,2.3,VU,2021-06-06 23:34:51
347,Igrim,63.1906,64.4162,40.86,52,45,3.85,RU,2021-06-06 23:39:37
348,Clyde River,70.4692,-68.5914,34.03,93,90,16.11,CA,2021-06-06 23:34:52
349,Bowen,-20.0167,148.2333,70.02,76,91,12.95,AU,2021-06-06 23:39:37
350,Salalah,17.0151,54.0924,84.29,89,40,5.75,OM,2021-06-06 23:34:59
351,Ostroleka,53.0862,21.5757,52.93,80,100,7.14,PL,2021-06-06 23:39:37
352,Moussoro,13.6408,16.4901,89.71,34,84,6.98,TD,2021-06-06 23:39:38
353,Ayacucho,-13.1583,-74.2239,60.66,48,40,3.44,PE,2021-06-06 23:36:02
354,La Asuncion,11.0333,-63.8628,82.13,78,85,15.66,VE,2021-06-06 23:35:59
355,Comodoro Rivadavia,-45.8667,-67.5,51.66,46,0,14.97,AR,2021-06-06 23:36:18
356,Pacific Grove,36.6177,-121.9166,79.02,70,1,5.01,US,2021-06-06 23:33:23
357,Mingshui,36.7167,117.5,84.7,36,100,12.68,CN,2021-06-06 23:39:38
358,Stillwater,36.1156,-97.0584,82.81,67,75,1.99,US,2021-06-06 23:39:39
359,Chapais,49.7834,-74.8492,78.58,50,64,2.48,CA,2021-06-06 23:39:39
360,Nong Khae,14.3406,100.8673,84.15,72,99,4.94,TH,2021-06-06 23:39:39
361,Zambezi,-13.5432,23.1047,53.4,63,39,6.33,ZM,2021-06-06 23:36:19
362,Havre-Saint-Pierre,50.2334,-63.5986,53.96,58,1,14.97,CA,2021-06-06 23:37:10
363,Icatu,-2.7758,-44.0658,79.23,86,82,5.61,BR,2021-06-06 23:39:40
364,Loiza,18.4313,-65.8802,80.6,78,40,13.04,PR,2021-06-06 23:39:40
365,Hami,42.8,93.45,67.06,16,26,15.21,CN,2021-06-06 23:34:59
366,Carman,49.4992,-98.0016,80.92,24,17,21.85,CA,2021-06-06 23:39:41
367,Colesberg,-30.72,25.0972,42.44,40,0,5.37,ZA,2021-06-06 23:39:41
368,Kingaroy,-26.5333,151.8333,59.05,87,0,0.0,AU,2021-06-06 23:39:41
369,Strezhevoy,60.7333,77.5889,40.98,56,17,3.38,RU,2021-06-06 23:37:00
370,Hargeysa,9.56,44.065,70.79,62,15,23.94,SO,2021-06-06 23:36:27
371,Vieux-Habitants,16.0589,-61.7659,80.17,79,100,11.23,GP,2021-06-06 23:39:42
372,Gladstone,-23.85,151.25,67.78,59,0,5.75,AU,2021-06-06 23:31:46
373,Tecoanapa,16.5167,-98.75,86.43,69,51,10.67,MX,2021-06-06 23:39:42
374,Mayo,38.8876,-76.5119,91.35,65,1,8.01,US,2021-06-06 23:35:55
375,Bintulu,3.1667,113.0333,77.41,88,20,5.01,MY,2021-06-06 23:39:42
376,Marana,32.4367,-111.2254,102.99,9,1,12.66,US,2021-06-06 23:39:07
377,Aykhal,66.0,111.5,37.09,78,79,26.6,RU,2021-06-06 23:36:58
378,Tashara,55.5195,83.5094,61.23,81,26,9.01,RU,2021-06-06 23:39:43
379,Lakatoro,-16.0999,167.4164,78.46,72,94,13.22,VU,2021-06-06 23:39:43
380,Labuan,5.2767,115.2417,79.16,100,20,0.0,MY,2021-06-06 23:39:43
381,Verkhnyaya Toyma,62.2349,44.9985,49.64,52,83,9.71,RU,2021-06-06 23:39:44
382,Vila Franca Do Campo,37.7167,-25.4333,64.81,86,95,0.92,PT,2021-06-06 23:37:07
383,Sinop,41.7711,34.8709,51.08,72,5,7.87,TR,2021-06-06 23:39:44
384,Uyuni,-20.4597,-66.825,38.53,22,45,16.53,BO,2021-06-06 23:39:44
385,Navahrudak,53.6,25.8333,52.47,93,53,6.02,BY,2021-06-06 23:39:45
386,Kokkola,63.8385,23.1307,52.03,98,0,5.41,FI,2021-06-06 23:39:45
387,Boende,-0.2167,20.8667,69.87,98,100,1.88,CD,2021-06-06 23:39:45
388,Richards Bay,-28.783,32.0377,57.76,80,0,7.61,ZA,2021-06-06 23:34:47
389,Chaihe,44.7667,129.7,61.84,77,6,1.57,CN,2021-06-06 23:39:46
390,Takoradi,4.8845,-1.7554,79.21,82,13,8.61,GH,2021-06-06 23:36:26
391,Griffith,41.5284,-87.4237,87.73,52,1,4.0,US,2021-06-06 23:39:46
392,Faya,18.3851,42.4509,68.52,48,5,3.44,SA,2021-06-06 23:35:50
393,Muros,42.7762,-9.0603,63.23,82,47,9.35,ES,2021-06-06 23:39:46
394,Teeli,51.0333,90.2333,48.0,63,8,1.12,RU,2021-06-06 23:39:47
395,Stuttgart,48.7823,9.177,64.04,87,75,4.59,DE,2021-06-06 23:39:47
396,Umm Lajj,25.0213,37.2685,82.35,48,0,8.32,SA,2021-06-06 23:35:49
397,San Policarpo,12.1791,125.5072,81.21,80,91,3.06,PH,2021-06-06 23:39:47
398,Ventspils,57.3894,21.5606,49.93,100,44,0.0,LV,2021-06-06 23:39:47
399,Sibolga,1.7427,98.7792,75.49,79,69,3.44,ID,2021-06-06 23:39:48
400,Whitehorse,60.7161,-135.0538,52.57,71,75,11.5,CA,2021-06-06 23:35:04
401,Kurumkan,54.3,110.3,50.97,75,100,2.42,RU,2021-06-06 23:39:48
402,Zhigansk,66.7697,123.3711,53.85,40,100,15.48,RU,2021-06-06 23:39:49
403,Tezu,27.9167,96.1667,73.26,97,100,2.28,IN,2021-06-06 23:39:49
404,Juan Lacaze,-34.4342,-57.4381,48.11,77,97,10.6,UY,2021-06-06 23:39:49
405,Sungaipenuh,-2.0833,101.3833,63.34,92,72,1.32,ID,2021-06-06 23:39:49
406,Indramayu,-6.3264,108.32,78.91,81,49,4.05,ID,2021-06-06 23:39:50
407,Porbandar,21.6422,69.6093,84.61,67,4,10.51,IN,2021-06-06 23:39:50
408,Oktyabrskiy,54.4815,53.471,53.02,79,3,1.39,RU,2021-06-06 23:39:50
409,Bharatpur,27.2167,77.4833,91.47,33,9,3.47,IN,2021-06-06 23:39:51
410,Evensk,61.95,159.2333,47.01,76,93,5.21,RU,2021-06-06 23:35:08
411,Onguday,50.75,86.15,47.16,80,1,3.04,RU,2021-06-06 23:39:51
412,Noumea,-22.2763,166.4572,75.0,99,99,9.15,NC,2021-06-06 23:39:51
413,Akyab,20.15,92.9,83.35,83,100,6.64,MM,2021-06-06 23:39:52
414,Kaitangata,-46.2817,169.8464,50.58,69,62,5.66,NZ,2021-06-06 23:34:45
415,Khandyga,62.6667,135.6,66.51,57,99,5.59,RU,2021-06-06 23:39:52
416,Prince Rupert,54.3161,-130.3201,51.49,85,90,5.75,CA,2021-06-06 23:39:52
417,Rio Gallegos,-51.6226,-69.2181,39.25,81,40,6.91,AR,2021-06-06 23:35:45
418,Benicarlo,40.4165,0.4271,68.9,67,0,7.61,ES,2021-06-06 23:39:53
419,Tromso,69.6496,18.957,48.22,57,0,6.91,NO,2021-06-06 23:39:53
420,Klaksvik,62.2266,-6.589,49.12,99,100,13.56,FO,2021-06-06 23:35:16
421,Myanaung,18.2833,95.3167,83.93,67,100,3.09,MM,2021-06-06 23:39:53
422,Seredka,58.1584,28.1858,60.55,73,97,5.06,RU,2021-06-06 23:39:54
423,Kenora,49.8167,-94.4337,77.97,47,75,13.8,CA,2021-06-06 23:39:54
424,Xiaoweizhai,26.1903,107.5125,72.59,71,46,0.49,CN,2021-06-06 23:39:54
425,Shitkino,56.3703,98.3543,54.54,66,73,11.43,RU,2021-06-06 23:39:54
426,Jinka,5.65,36.65,64.35,72,64,3.38,ET,2021-06-06 23:39:55
427,Conway,35.0887,-92.4421,80.35,89,75,5.01,US,2021-06-06 23:39:55
428,Porto Novo,6.4965,2.6036,82.22,83,79,6.62,BJ,2021-06-06 23:36:30
429,Maldonado,-34.6667,-54.9167,49.39,91,35,4.94,UY,2021-06-06 23:39:55
430,Mayumba,-3.432,10.6554,75.24,93,99,5.53,GA,2021-06-06 23:39:56
431,Moerai,-22.4333,-151.3333,73.44,69,53,14.5,PF,2021-06-06 23:39:56
432,Yerbogachen,61.2767,108.0108,45.32,46,3,12.08,RU,2021-06-06 23:34:48
433,Adrar,20.5022,-10.0711,93.47,13,59,19.33,MR,2021-06-06 23:33:22
434,Teya,60.3778,92.6267,44.44,96,100,4.29,RU,2021-06-06 23:35:38
435,Ilhabela,-23.7781,-45.3581,69.51,91,35,6.38,BR,2021-06-06 23:34:47
436,Taltal,-25.4,-70.4833,61.16,77,19,5.66,CL,2021-06-06 23:36:06
437,Dagana,16.5165,-15.5068,102.18,27,1,9.01,MR,2021-06-06 23:39:57
438,Niamey,13.5137,2.1098,91.69,40,0,5.75,NE,2021-06-06 23:39:57
439,Kirakira,-10.4544,161.9205,83.01,76,70,7.81,SB,2021-06-06 23:39:57
440,Saint-Nazaire,47.2833,-2.2,62.87,90,97,3.44,FR,2021-06-06 23:39:57
441,Batu Gajah,4.4692,101.0411,76.75,88,20,2.75,MY,2021-06-06 23:39:58
442,Baoning,25.3378,110.026,69.66,88,0,1.57,CN,2021-06-06 23:36:56
443,Xudat,41.631,48.681,61.09,81,26,3.27,AZ,2021-06-06 23:39:58
444,Nyurba,63.2842,118.3319,51.96,45,77,15.7,RU,2021-06-06 23:39:58
445,Mumford,5.2618,-0.759,79.59,82,19,10.04,GH,2021-06-06 23:39:59
446,Sangueya,10.7,-14.3667,78.62,88,83,3.71,GN,2021-06-06 23:39:59
447,Puerto Palomas,31.7667,-107.6167,97.93,10,3,22.82,MX,2021-06-06 23:39:59
448,Hannibal,39.7084,-91.3585,83.35,47,75,5.75,US,2021-06-06 23:35:49
449,Hellin,38.5106,-1.701,64.18,81,0,2.55,ES,2021-06-06 23:40:00
450,Aklavik,68.2191,-135.0107,47.23,37,12,8.68,CA,2021-06-06 23:35:12
451,Batouri,4.4333,14.3667,68.47,97,97,0.38,CM,2021-06-06 23:40:00
452,Warrnambool,-38.3833,142.4833,56.8,59,100,25.59,AU,2021-06-06 23:40:00
453,High Rock,26.6208,-78.2833,82.42,78,89,17.0,BS,2021-06-06 23:40:01
454,Wanning,18.8003,110.3967,81.21,86,29,3.33,CN,2021-06-06 23:40:01
455,Hambantota,6.1241,81.1185,79.27,86,98,13.58,LK,2021-06-06 23:36:38
456,Marystown,47.1666,-55.1483,47.37,83,76,14.7,CA,2021-06-06 23:40:03
457,Vestmannaeyjar,63.4427,-20.2734,48.0,87,100,16.33,IS,2021-06-06 23:35:10
458,Krasnoarmeysk,51.0239,45.6969,60.3,86,34,3.85,RU,2021-06-06 23:40:03
459,Rurrenabaque,-14.4413,-67.5278,73.29,100,75,0.0,BO,2021-06-06 23:40:03
460,Mount Isa,-20.7333,139.5,67.77,37,0,6.91,AU,2021-06-06 23:37:26
461,Paranhos,-23.8928,-55.4311,65.44,66,52,6.55,BR,2021-06-06 23:40:04
462,Tazovskiy,67.4667,78.7,33.04,84,89,9.6,RU,2021-06-06 23:40:04
463,Arandis,-22.4167,14.9667,68.49,27,1,14.83,NA,2021-06-06 23:40:04
464,Gewane,10.1664,40.6453,83.62,42,65,8.63,ET,2021-06-06 23:40:05
465,Alyangula,-13.8483,136.4192,76.87,78,75,10.27,AU,2021-06-06 23:40:05
466,Tateyama,34.9833,139.8667,73.67,84,92,5.12,JP,2021-06-06 23:40:05
467,Camopi,3.1655,-52.3158,72.39,99,92,2.75,GF,2021-06-06 23:40:06
468,Atasu,48.6814,71.6433,54.99,41,82,9.31,KZ,2021-06-06 23:40:06
469,Kavaratti,10.5669,72.642,81.93,78,100,12.15,IN,2021-06-06 23:36:49
470,Quatre Cocos,-20.2078,57.7625,75.31,83,36,14.61,MU,2021-06-06 23:37:37
471,Kudahuvadhoo,2.6708,72.8944,82.98,74,40,15.77,MV,2021-06-06 23:35:27
472,Palu,-0.8917,119.8707,75.81,97,100,1.54,ID,2021-06-06 23:40:07
473,North Bend,43.4065,-124.2243,67.24,61,40,13.8,US,2021-06-06 23:40:07
474,Kuragino,53.8975,92.6725,47.82,90,70,4.68,RU,2021-06-06 23:40:07
475,Luan,46.3592,6.9759,56.37,90,71,1.59,CH,2021-06-06 23:40:08
476,Malie,-13.8004,-171.8469,91.31,70,40,6.67,WS,2021-06-06 23:40:08
477,Campoverde,-8.4753,-74.8058,74.89,95,86,1.66,PE,2021-06-06 23:40:08
478,Jalingo,8.8833,11.3667,76.21,86,65,3.49,NG,2021-06-06 23:40:09
479,Broken Hill,-31.95,141.4333,53.31,58,29,17.27,AU,2021-06-06 23:37:44
480,Selenginsk,52.0064,106.8647,46.81,88,100,8.14,RU,2021-06-06 23:40:09
481,Vao,-22.6667,167.4833,70.11,64,94,15.43,NC,2021-06-06 23:33:25
482,Careiro Da Varzea,-3.2003,-59.8119,83.03,77,99,4.41,BR,2021-06-06 23:40:09
483,Yumen,40.2833,97.2,60.62,14,75,13.78,CN,2021-06-06 23:40:10
484,Fremont,37.5483,-121.9886,85.12,50,1,5.01,US,2021-06-06 23:38:29
485,Tucupita,9.0622,-62.051,74.16,96,51,4.45,VE,2021-06-06 23:40:10
486,Rorvik,64.8621,11.2373,52.61,95,100,6.38,NO,2021-06-06 23:40:10
487,Campagna,40.6653,15.1059,66.61,56,20,1.01,IT,2021-06-06 23:40:11
488,Lorengau,-2.0226,147.2712,83.37,69,90,5.28,PG,2021-06-06 23:34:37
489,Dayong,25.0209,118.2898,76.68,66,98,1.88,CN,2021-06-06 23:40:11
490,Twin Falls,42.3505,-114.6445,77.34,18,1,11.9,US,2021-06-06 23:40:11
491,Amalapuram,16.5833,82.0167,82.11,81,38,3.09,IN,2021-06-06 23:40:12
492,Carmelo,-33.9892,-58.2856,54.16,85,84,7.9,UY,2021-06-06 23:40:12
493,Haines Junction,60.7522,-137.5108,60.75,44,100,11.5,CA,2021-06-06 23:35:14
494,Itoman,26.1247,127.6694,77.02,92,75,10.36,JP,2021-06-06 23:40:12
495,Christchurch,-43.5333,172.6333,52.03,97,90,3.0,NZ,2021-06-06 23:39:46
496,Kayerkan,69.3497,87.7602,30.61,96,100,7.25,RU,2021-06-06 23:40:13
497,Nouakchott,18.0858,-15.9785,76.93,50,1,18.45,MR,2021-06-06 23:36:31
498,Olafsvik,64.8945,-23.7142,47.07,88,100,2.57,IS,2021-06-06 23:35:32
499,Lons-Le-Saunier,46.75,5.75,57.83,99,76,2.75,FR,2021-06-06 23:40:13
500,Altay,47.8667,88.1167,57.85,36,0,4.5,CN,2021-06-06 23:36:18
501,Alihe,50.5667,123.7167,67.33,45,56,2.53,CN,2021-06-06 23:40:14
502,Binga,-17.6203,27.3414,54.77,59,86,1.81,ZW,2021-06-06 23:40:14
503,Zaysan,47.4667,84.8667,56.25,44,6,2.37,KZ,2021-06-06 23:40:15
504,Shirokiy,49.758,129.523,65.01,66,10,5.7,RU,2021-06-06 23:40:15
505,Shenjiamen,29.9576,122.298,71.19,78,8,7.27,CN,2021-06-06 23:37:06
506,Erice,38.037,12.5865,64.99,83,40,7.07,IT,2021-06-06 23:40:15
507,Caravelas,-17.7125,-39.2481,72.61,87,14,4.99,BR,2021-06-06 23:37:08
508,Limbe,4.0242,9.2149,76.24,87,100,1.61,CM,2021-06-06 23:40:16
509,Panaba,21.2833,-88.2667,88.16,47,53,17.85,MX,2021-06-06 23:40:16
510,Sal Rei,16.1833,-22.9167,72.16,90,27,20.65,CV,2021-06-06 23:40:16
511,Bichura,50.5881,107.6022,42.31,96,100,2.08,RU,2021-06-06 23:40:17
512,Verkh-Usugli,52.7,115.1667,67.96,53,95,1.1,RU,2021-06-06 23:40:17
513,Sheridan,44.8333,-106.9173,82.58,32,1,1.01,US,2021-06-06 23:39:41
514,Talcahuano,-36.7167,-73.1167,47.88,81,98,2.3,CL,2021-06-06 23:40:17
515,Sompeta,18.9333,84.6,84.0,81,99,11.43,IN,2021-06-06 23:40:18
516,Eliot,43.1531,-70.8001,88.56,58,75,3.44,US,2021-06-06 23:40:18
517,Camana,-16.6228,-72.7111,63.91,83,29,6.93,PE,2021-06-06 23:40:18
518,Kathu,7.9178,98.3332,86.63,67,100,15.41,TH,2021-06-06 23:40:19
519,Luderitz,-26.6481,15.1594,68.02,31,1,12.08,NA,2021-06-06 23:35:53
520,Lubango,-14.9172,13.4925,54.12,46,23,2.8,AO,2021-06-06 23:40:19
521,Sistranda,63.7256,8.834,54.9,93,47,11.77,NO,2021-06-06 23:40:19
522,Amberley,39.2048,-84.428,81.66,75,75,6.53,US,2021-06-06 23:35:25
523,Mandera,3.9366,41.867,78.8,63,77,17.25,KE,2021-06-06 23:40:20
524,Vuktyl,63.8567,57.3094,43.02,56,28,7.0,RU,2021-06-06 23:40:20
525,Waingapu,-9.6567,120.2641,80.62,75,43,8.9,ID,2021-06-06 23:40:20
526,Lichinga,-13.3128,35.2406,51.89,100,0,14.97,MZ,2021-06-06 23:40:21
527,Kassala,15.451,36.4,93.24,26,91,4.7,SD,2021-06-06 23:40:21
528,Grimshaw,56.1834,-117.6027,65.1,48,75,11.36,CA,2021-06-06 23:40:21
529,Nador,35.174,-2.9287,68.25,73,0,2.3,MA,2021-06-06 23:40:21
530,Sonari,27.0667,95.0333,73.87,96,89,2.13,IN,2021-06-06 23:40:22
531,Grindavik,63.8424,-22.4338,48.15,100,75,15.12,IS,2021-06-06 23:33:09
532,Puerto Quijarro,-17.7833,-57.7667,79.99,42,27,0.98,BO,2021-06-06 23:40:22
533,Vartej,21.7333,72.0667,84.94,67,30,11.74,IN,2021-06-06 23:40:22
534,Korla,41.7597,86.1469,71.74,38,40,10.25,CN,2021-06-06 23:40:23
535,Jardim,-21.4803,-56.1381,79.05,42,97,2.24,BR,2021-06-06 23:40:23
536,Stange,60.718,11.1942,57.61,90,100,2.24,NO,2021-06-06 23:40:23
537,Burnie,-41.0667,145.9167,56.25,87,100,21.21,AU,2021-06-06 23:40:23
538,Saint-Louis,16.3333,-15.0,101.84,22,1,9.8,SN,2021-06-06 23:37:08
539,Dandong,40.1292,124.3947,69.1,69,13,3.31,CN,2021-06-06 23:40:24
540,Shumskiy,54.8318,99.1328,53.38,58,56,5.61,RU,2021-06-06 23:40:24
541,Staryy Nadym,65.6118,72.6842,37.98,64,16,9.24,RU,2021-06-06 23:40:24
542,Saint Anthony,45.0205,-93.218,93.34,37,1,3.0,US,2021-06-06 23:36:12
